dataset,backbone,perturbation,family,batch_size,reference_size,repeat,acc_clean_full,acc_batch,accuracy_drop,failure,ref_knn1_dist,ref_knn5_dist,ref_centroid_cosine,ref_mmd_rbf,seed
FSDM41,hrnet32,blur_2,gaussian_blur,8,100,0,0.9782460910944936,0.25,0.7282460910944936,1,0.2142065316438675,0.23570485413074493,0.14092451333999634,0.18821871280670166,1650309386
FSDM41,hrnet32,blur_2,gaussian_blur,8,100,1,0.9782460910944936,0.0,0.9782460910944936,1,0.19310487806797028,0.22074651718139648,0.10872441530227661,0.14957505464553833,976216613
FSDM41,hrnet32,blur_2,gaussian_blur,8,100,2,0.9782460910944936,0.375,0.6032460910944936,1,0.23566409945487976,0.25557607412338257,0.09917867183685303,0.12973296642303467,1917727445
FSDM41,hrnet32,blur_2,gaussian_blur,8,100,3,0.9782460910944936,0.375,0.6032460910944936,1,0.197343111038208,0.22658295929431915,0.12191879749298096,0.16646641492843628,2112895740
FSDM41,hrnet32,blur_2,gaussian_blur,8,100,4,0.9782460910944936,0.25,0.7282460910944936,1,0.20453496277332306,0.24227957427501678,0.11644542217254639,0.15644705295562744,2115283356
FSDM41,hrnet32,blur_2,gaussian_blur,8,250,0,0.9782460910944936,0.125,0.8532460910944936,1,0.16655561327934265,0.19162221252918243,0.12053966522216797,0.16412895917892456,714114638
FSDM41,hrnet32,blur_2,gaussian_blur,8,250,1,0.9782460910944936,0.375,0.6032460910944936,1,0.19576436281204224,0.22153523564338684,0.15093225240707397,0.207069993019104,1768478404
FSDM41,hrnet32,blur_2,gaussian_blur,8,250,2,0.9782460910944936,0.375,0.6032460910944936,1,0.1831916868686676,0.20522518455982208,0.10032510757446289,0.13845014572143555,728435380
FSDM41,hrnet32,blur_2,gaussian_blur,8,250,3,0.9782460910944936,0.375,0.6032460910944936,1,0.22253866493701935,0.24551019072532654,0.16242259740829468,0.2223351001739502,773815655
FSDM41,hrnet32,blur_2,gaussian_blur,8,250,4,0.9782460910944936,0.5,0.47824609109449356,1,0.16796806454658508,0.20013169944286346,0.11904722452163696,0.16124749183654785,696972040
FSDM41,hrnet32,blur_2,gaussian_blur,8,500,0,0.9782460910944936,0.375,0.6032460910944936,1,0.20129099488258362,0.22163709998130798,0.14542919397354126,0.18564927577972412,540142237
FSDM41,hrnet32,blur_2,gaussian_blur,8,500,1,0.9782460910944936,0.25,0.7282460910944936,1,0.175492063164711,0.19240528345108032,0.10979348421096802,0.15375912189483643,870724530
FSDM41,hrnet32,blur_2,gaussian_blur,8,500,2,0.9782460910944936,0.5,0.47824609109449356,1,0.1828097403049469,0.20242130756378174,0.10512971878051758,0.1490473747253418,1908967542
FSDM41,hrnet32,blur_2,gaussian_blur,8,500,3,0.9782460910944936,0.375,0.6032460910944936,1,0.18717724084854126,0.20537491142749786,0.11717867851257324,0.16173654794692993,349248402
FSDM41,hrnet32,blur_2,gaussian_blur,8,500,4,0.9782460910944936,0.375,0.6032460910944936,1,0.1828410029411316,0.19820193946361542,0.0883251428604126,0.12601613998413086,955591137
FSDM41,hrnet32,blur_2,gaussian_blur,8,1000,0,0.9782460910944936,0.125,0.8532460910944936,1,0.18229150772094727,0.19880162179470062,0.12988495826721191,0.17099779844284058,83536223
FSDM41,hrnet32,blur_2,gaussian_blur,8,1000,1,0.9782460910944936,0.375,0.6032460910944936,1,0.1864323914051056,0.20617659389972687,0.11770409345626831,0.157176673412323,1087184895
FSDM41,hrnet32,blur_2,gaussian_blur,8,1000,2,0.9782460910944936,0.5,0.47824609109449356,1,0.17473295331001282,0.19156411290168762,0.11566281318664551,0.15563297271728516,1032384548
FSDM41,hrnet32,blur_2,gaussian_blur,8,1000,3,0.9782460910944936,0.0,0.9782460910944936,1,0.16940531134605408,0.18381555378437042,0.12896376848220825,0.17851471900939941,170103219
FSDM41,hrnet32,blur_2,gaussian_blur,8,1000,4,0.9782460910944936,0.25,0.7282460910944936,1,0.16127124428749084,0.18438765406608582,0.15268856287002563,0.22342199087142944,1326004216
FSDM41,hrnet32,blur_2,gaussian_blur,16,100,0,0.9782460910944936,0.3125,0.6657460910944936,1,0.2168983519077301,0.24950368702411652,0.12276536226272583,0.1541563868522644,1090701306
FSDM41,hrnet32,blur_2,gaussian_blur,16,100,1,0.9782460910944936,0.25,0.7282460910944936,1,0.21213045716285706,0.23432576656341553,0.11085236072540283,0.14649313688278198,965476809
FSDM41,hrnet32,blur_2,gaussian_blur,16,100,2,0.9782460910944936,0.3125,0.6657460910944936,1,0.20784291625022888,0.23691797256469727,0.10129177570343018,0.13049328327178955,1350860430
FSDM41,hrnet32,blur_2,gaussian_blur,16,100,3,0.9782460910944936,0.375,0.6032460910944936,1,0.19657574594020844,0.234791561961174,0.11135387420654297,0.1430150270462036,1470532197
FSDM41,hrnet32,blur_2,gaussian_blur,16,100,4,0.9782460910944936,0.375,0.6032460910944936,1,0.22884085774421692,0.2582171857357025,0.10565340518951416,0.13566190004348755,987987372
FSDM41,hrnet32,blur_2,gaussian_blur,16,250,0,0.9782460910944936,0.375,0.6032460910944936,1,0.15677490830421448,0.1786435842514038,0.0944744348526001,0.13164567947387695,1102041751
FSDM41,hrnet32,blur_2,gaussian_blur,16,250,1,0.9782460910944936,0.125,0.8532460910944936,1,0.20169594883918762,0.21768192946910858,0.10128319263458252,0.1356847882270813,975508906
FSDM41,hrnet32,blur_2,gaussian_blur,16,250,2,0.9782460910944936,0.1875,0.7907460910944936,1,0.18659940361976624,0.21048681437969208,0.0805402398109436,0.10538667440414429,871788802
FSDM41,hrnet32,blur_2,gaussian_blur,16,250,3,0.9782460910944936,0.3125,0.6657460910944936,1,0.19636398553848267,0.21572962403297424,0.0953747034072876,0.12297981977462769,1620741638
FSDM41,hrnet32,blur_2,gaussian_blur,16,250,4,0.9782460910944936,0.3125,0.6657460910944936,1,0.17962828278541565,0.20392434298992157,0.11229652166366577,0.14630836248397827,1862017486
FSDM41,hrnet32,blur_2,gaussian_blur,16,500,0,0.9782460910944936,0.3125,0.6657460910944936,1,0.18189211189746857,0.1961422711610794,0.10145819187164307,0.13289040327072144,678624592
FSDM41,hrnet32,blur_2,gaussian_blur,16,500,1,0.9782460910944936,0.4375,0.5407460910944936,1,0.19315534830093384,0.21829979121685028,0.12293899059295654,0.161088228225708,1554455916
FSDM41,hrnet32,blur_2,gaussian_blur,16,500,2,0.9782460910944936,0.25,0.7282460910944936,1,0.16901017725467682,0.186920166015625,0.09733396768569946,0.12824797630310059,2113184421
FSDM41,hrnet32,blur_2,gaussian_blur,16,500,3,0.9782460910944936,0.4375,0.5407460910944936,1,0.19766472280025482,0.21395134925842285,0.11149758100509644,0.1409921646118164,656338473
FSDM41,hrnet32,blur_2,gaussian_blur,16,500,4,0.9782460910944936,0.1875,0.7907460910944936,1,0.17365849018096924,0.19579315185546875,0.1126331090927124,0.14711326360702515,2075404484
FSDM41,hrnet32,blur_2,gaussian_blur,16,1000,0,0.9782460910944936,0.1875,0.7907460910944936,1,0.1763402670621872,0.19440104067325592,0.10867905616760254,0.14624053239822388,826733131
FSDM41,hrnet32,blur_2,gaussian_blur,16,1000,1,0.9782460910944936,0.125,0.8532460910944936,1,0.18727025389671326,0.20333580672740936,0.12069666385650635,0.1579807996749878,1299265190
FSDM41,hrnet32,blur_2,gaussian_blur,16,1000,2,0.9782460910944936,0.5,0.47824609109449356,1,0.15531882643699646,0.17670580744743347,0.11538159847259521,0.15047907829284668,157194182
FSDM41,hrnet32,blur_2,gaussian_blur,16,1000,3,0.9782460910944936,0.4375,0.5407460910944936,1,0.144248828291893,0.1641249656677246,0.0739741325378418,0.10550940036773682,1309723246
FSDM41,hrnet32,blur_2,gaussian_blur,16,1000,4,0.9782460910944936,0.25,0.7282460910944936,1,0.18982602655887604,0.2102539986371994,0.14413797855377197,0.1958756446838379,329654120
FSDM41,hrnet32,blur_2,gaussian_blur,32,100,0,0.9782460910944936,0.28125,0.6969960910944936,1,0.212111696600914,0.24445848166942596,0.12028825283050537,0.14816951751708984,1980895682
FSDM41,hrnet32,blur_2,gaussian_blur,32,100,1,0.9782460910944936,0.34375,0.6344960910944936,1,0.2180548459291458,0.24981436133384705,0.12398183345794678,0.15265744924545288,875312485
FSDM41,hrnet32,blur_2,gaussian_blur,32,100,2,0.9782460910944936,0.34375,0.6344960910944936,1,0.20372970402240753,0.23458638787269592,0.10482895374298096,0.12508702278137207,941193517
FSDM41,hrnet32,blur_2,gaussian_blur,32,100,3,0.9782460910944936,0.3125,0.6657460910944936,1,0.19899380207061768,0.22164225578308105,0.09471410512924194,0.12623506784439087,265385557
FSDM41,hrnet32,blur_2,gaussian_blur,32,100,4,0.9782460910944936,0.34375,0.6344960910944936,1,0.21249878406524658,0.23887471854686737,0.10687494277954102,0.12872159481048584,2100488781
FSDM41,hrnet32,blur_2,gaussian_blur,32,250,0,0.9782460910944936,0.375,0.6032460910944936,1,0.19507452845573425,0.21941864490509033,0.11407667398452759,0.1429438591003418,816745640
FSDM41,hrnet32,blur_2,gaussian_blur,32,250,1,0.9782460910944936,0.34375,0.6344960910944936,1,0.18134285509586334,0.20535750687122345,0.10108762979507446,0.12493228912353516,15645571
FSDM41,hrnet32,blur_2,gaussian_blur,32,250,2,0.9782460910944936,0.28125,0.6969960910944936,1,0.18793296813964844,0.2116835117340088,0.09536707401275635,0.11764580011367798,1963070557
FSDM41,hrnet32,blur_2,gaussian_blur,32,250,3,0.9782460910944936,0.28125,0.6969960910944936,1,0.17656464874744415,0.2001514732837677,0.0908811092376709,0.1197250485420227,1423988569
FSDM41,hrnet32,blur_2,gaussian_blur,32,250,4,0.9782460910944936,0.1875,0.7907460910944936,1,0.19804543256759644,0.22096288204193115,0.12030297517776489,0.15583956241607666,1002231677
FSDM41,hrnet32,blur_2,gaussian_blur,32,500,0,0.9782460910944936,0.25,0.7282460910944936,1,0.17700883746147156,0.19619813561439514,0.09705114364624023,0.125216543674469,692298192
FSDM41,hrnet32,blur_2,gaussian_blur,32,500,1,0.9782460910944936,0.375,0.6032460910944936,1,0.17618206143379211,0.19622273743152618,0.12186086177825928,0.15864503383636475,1439779229
FSDM41,hrnet32,blur_2,gaussian_blur,32,500,2,0.9782460910944936,0.28125,0.6969960910944936,1,0.18466731905937195,0.20221133530139923,0.09457874298095703,0.11972415447235107,1890274411
FSDM41,hrnet32,blur_2,gaussian_blur,32,500,3,0.9782460910944936,0.25,0.7282460910944936,1,0.17382875084877014,0.19096387922763824,0.09501016139984131,0.12457966804504395,539074473
FSDM41,hrnet32,blur_2,gaussian_blur,32,500,4,0.9782460910944936,0.28125,0.6969960910944936,1,0.1797296106815338,0.1984567791223526,0.07817637920379639,0.09850019216537476,469514122
FSDM41,hrnet32,blur_2,gaussian_blur,32,1000,0,0.9782460910944936,0.1875,0.7907460910944936,1,0.17868265509605408,0.1952313482761383,0.11385464668273926,0.14704591035842896,3474680
