dataset,backbone,perturbation,family,batch_size,reference_size,repeat,acc_clean_full,acc_batch,accuracy_drop,failure,ref_knn1_dist,ref_knn5_dist,ref_centroid_cosine,ref_mmd_rbf,seed
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,100,0,0.9948137670909948,0.875,0.11981376709099478,0,0.5864478349685669,0.6133291125297546,0.42392539978027344,0.13903003931045532,1546002064
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,100,1,0.9948137670909948,0.5,0.4948137670909948,1,0.5190699696540833,0.5589420199394226,0.40092289447784424,0.161065936088562,1192099898
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,100,2,0.9948137670909948,0.625,0.3698137670909948,1,0.5365169048309326,0.5910014510154724,0.45813024044036865,0.17354142665863037,1468334870
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,100,3,0.9948137670909948,0.625,0.3698137670909948,1,0.4744003117084503,0.5280853509902954,0.40007346868515015,0.17375028133392334,245428169
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,100,4,0.9948137670909948,0.25,0.7448137670909948,1,0.509958028793335,0.569574236869812,0.530177652835846,0.20899027585983276,1267443724
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,250,0,0.9948137670909948,0.75,0.24481376709099478,1,0.483582079410553,0.5401960611343384,0.4358328580856323,0.15344202518463135,361904903
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,250,1,0.9948137670909948,0.875,0.11981376709099478,0,0.4742628335952759,0.5081090927124023,0.4324442148208618,0.15773248672485352,436631747
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,250,2,0.9948137670909948,0.25,0.7448137670909948,1,0.5008979439735413,0.5450128316879272,0.4544493556022644,0.17360413074493408,436976610
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,250,3,0.9948137670909948,0.375,0.6198137670909948,1,0.45008569955825806,0.4921373426914215,0.40284210443496704,0.14785236120224,1463161331
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,250,4,0.9948137670909948,0.375,0.6198137670909948,1,0.4180898666381836,0.47968053817749023,0.47287654876708984,0.1916937232017517,708959190
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,500,0,0.9948137670909948,0.375,0.6198137670909948,1,0.49265056848526,0.5332566499710083,0.4191635847091675,0.16062742471694946,857404191
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,500,1,0.9948137670909948,0.75,0.24481376709099478,1,0.46405017375946045,0.5351125597953796,0.5239569544792175,0.1902804970741272,1128420052
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,500,2,0.9948137670909948,0.5,0.4948137670909948,1,0.5054233074188232,0.5278128385543823,0.44045257568359375,0.17746329307556152,625126723
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,500,3,0.9948137670909948,0.25,0.7448137670909948,1,0.4536914527416229,0.4845675826072693,0.43686443567276,0.1801477074623108,479792519
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,500,4,0.9948137670909948,0.375,0.6198137670909948,1,0.4120256006717682,0.45026421546936035,0.3777095079421997,0.14914685487747192,1287383389
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,1000,0,0.9948137670909948,0.5,0.4948137670909948,1,0.4514137804508209,0.47983282804489136,0.4829678535461426,0.21361631155014038,633996704
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,1000,1,0.9948137670909948,0.375,0.6198137670909948,1,0.4601755142211914,0.49654293060302734,0.4860525131225586,0.1824217438697815,365772166
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,1000,2,0.9948137670909948,0.75,0.24481376709099478,1,0.44180604815483093,0.468761146068573,0.5020831823348999,0.19173592329025269,1120069944
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,1000,3,0.9948137670909948,0.25,0.7448137670909948,1,0.4807984232902527,0.5105699300765991,0.47403043508529663,0.17067688703536987,1286953628
GOIMAI,mobilenetv3,blur_2,gaussian_blur,8,1000,4,0.9948137670909948,0.5,0.4948137670909948,1,0.3926345109939575,0.41520267724990845,0.33713459968566895,0.14295321702957153,746051379
GOIMAI,mobilenetv3,blur_2,gaussian_blur,16,100,0,0.9948137670909948,0.3125,0.6823137670909948,1,0.4955235719680786,0.5475815534591675,0.3489924669265747,0.1255776286125183,2095779554
GOIMAI,mobilenetv3,blur_2,gaussian_blur,16,100,1,0.9948137670909948,0.4375,0.5573137670909948,1,0.4893379807472229,0.5683667659759521,0.4876987338066101,0.17157936096191406,1384762631
GOIMAI,mobilenetv3,blur_2,gaussian_blur,16,100,2,0.9948137670909948,0.4375,0.5573137670909948,1,0.5120657682418823,0.5701926946640015,0.4298520088195801,0.13616007566452026,1058887249
GOIMAI,mobilenetv3,blur_2,gaussian_blur,16,100,3,0.9948137670909948,0.3125,0.6823137670909948,1,0.594188928604126,0.6444053649902344,0.5903360247612,0.21077346801757812,1645687962
GOIMAI,mobilenetv3,blur_2,gaussian_blur,16,100,4,0.9948137670909948,0.25,0.7448137670909948,1,0.4459683895111084,0.5159931182861328,0.33269762992858887,0.1194683313369751,1870889367
GOIMAI,mobilenetv3,blur_2,gaussian_blur,16,250,0,0.9948137670909948,0.5,0.4948137670909948,1,0.4685749411582947,0.5069521069526672,0.37007927894592285,0.12811172008514404,1581309073
GOIMAI,mobilenetv3,blur_2,gaussian_blur,16,250,1,0.9948137670909948,0.625,0.3698137670909948,1,0.441273033618927,0.48458266258239746,0.38403838872909546,0.14681529998779297,1586876974
GOIMAI,mobilenetv3,blur_2,gaussian_blur,16,250,2,0.9948137670909948,0.4375,0.5573137670909948,1,0.4943901002407074,0.5425106287002563,0.44150614738464355,0.15837770700454712,1802757279
GOIMAI,mobilenetv3,blur_2,gaussian_blur,16,250,3,0.9948137670909948,0.625,0.3698137670909948,1,0.5456221699714661,0.5843881368637085,0.5191603302955627,0.1876729130744934,1591920608
GOIMAI,mobilenetv3,blur_2,gaussian_blur,16,250,4,0.9948137670909948,0.4375,0.5573137670909948,1,0.5068041682243347,0.5420327186584473,0.3942491412162781,0.1258760690689087,2105581882
