dataset,backbone,perturbation,family,batch_size,reference_size,repeat,acc_clean_full,acc_batch,accuracy_drop,failure,ref_knn1_dist,ref_knn5_dist,ref_centroid_cosine,ref_mmd_rbf,seed
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,100,0,0.9962281942479962,0.375,0.6212281942479962,1,0.40401530265808105,0.4593847393989563,0.3853459358215332,0.21945559978485107,494191056
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,100,1,0.9962281942479962,0.75,0.24622819424799625,1,0.45681384205818176,0.5063451528549194,0.4086489677429199,0.23852688074111938,1921904527
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,100,2,0.9962281942479962,0.375,0.6212281942479962,1,0.4734043776988983,0.5310167074203491,0.415726900100708,0.22799164056777954,520045513
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,100,3,0.9962281942479962,0.625,0.37122819424799625,1,0.4795019030570984,0.5230323076248169,0.3691692352294922,0.21185344457626343,155476335
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,100,4,0.9962281942479962,0.5,0.49622819424799625,1,0.42665883898735046,0.48897799849510193,0.34315478801727295,0.168687105178833,1336344355
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,250,0,0.9962281942479962,0.5,0.49622819424799625,1,0.4418547749519348,0.47203439474105835,0.3830745816230774,0.21662455797195435,806423535
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,250,1,0.9962281942479962,0.625,0.37122819424799625,1,0.41468870639801025,0.45026302337646484,0.3776489496231079,0.22646719217300415,1452209341
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,250,2,0.9962281942479962,0.25,0.7462281942479962,1,0.4358793795108795,0.48269709944725037,0.362760066986084,0.20289772748947144,1488428793
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,250,3,0.9962281942479962,0.375,0.6212281942479962,1,0.405755877494812,0.43368881940841675,0.38031572103500366,0.2129000425338745,1828096670
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,250,4,0.9962281942479962,0.5,0.49622819424799625,1,0.40845972299575806,0.43962153792381287,0.335756778717041,0.18631112575531006,656543800
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,500,0,0.9962281942479962,0.25,0.7462281942479962,1,0.4043310880661011,0.43364614248275757,0.3673771619796753,0.2132434844970703,404559976
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,500,1,0.9962281942479962,0.625,0.37122819424799625,1,0.466778039932251,0.49311360716819763,0.4297570586204529,0.2619766592979431,1274558108
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,500,2,0.9962281942479962,0.625,0.37122819424799625,1,0.4171491861343384,0.42996954917907715,0.36868882179260254,0.21448421478271484,1388168535
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,500,3,0.9962281942479962,0.375,0.6212281942479962,1,0.4380131959915161,0.46202459931373596,0.3467700481414795,0.2068312168121338,1070120816
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,500,4,0.9962281942479962,0.25,0.7462281942479962,1,0.4675854444503784,0.49997299909591675,0.4371057152748108,0.2657095789909363,2033829193
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,1000,0,0.9962281942479962,0.375,0.6212281942479962,1,0.41982248425483704,0.4648246765136719,0.41778576374053955,0.2316833734512329,1567827798
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,1000,1,0.9962281942479962,0.5,0.49622819424799625,1,0.3977598249912262,0.4179448187351227,0.4087696075439453,0.21838778257369995,603473499
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,1000,2,0.9962281942479962,0.25,0.7462281942479962,1,0.35260292887687683,0.37660735845565796,0.44571131467819214,0.24225634336471558,2067113909
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,1000,3,0.9962281942479962,0.5,0.49622819424799625,1,0.41624706983566284,0.45080775022506714,0.358768105506897,0.1916068196296692,1352996514
GOIMAI,convnext_tiny,blur_2,gaussian_blur,8,1000,4,0.9962281942479962,0.5,0.49622819424799625,1,0.4073902368545532,0.4311990737915039,0.45012760162353516,0.2593000531196594,345271718
GOIMAI,convnext_tiny,blur_2,gaussian_blur,16,100,0,0.9962281942479962,0.375,0.6212281942479962,1,0.5160856246948242,0.5554701089859009,0.4058746099472046,0.2075362205505371,2036516978
GOIMAI,convnext_tiny,blur_2,gaussian_blur,16,100,1,0.9962281942479962,0.4375,0.5587281942479962,1,0.4696839451789856,0.5177668333053589,0.41112959384918213,0.2001001238822937,175417482
GOIMAI,convnext_tiny,blur_2,gaussian_blur,16,100,2,0.9962281942479962,0.3125,0.6837281942479962,1,0.46219125390052795,0.5023778676986694,0.3944006562232971,0.2189466953277588,300421500
GOIMAI,convnext_tiny,blur_2,gaussian_blur,16,100,3,0.9962281942479962,0.5,0.49622819424799625,1,0.4431089758872986,0.4986635148525238,0.3701871633529663,0.19419151544570923,1072724890
GOIMAI,convnext_tiny,blur_2,gaussian_blur,16,100,4,0.9962281942479962,0.3125,0.6837281942479962,1,0.5122247338294983,0.5565509796142578,0.3896164894104004,0.19162482023239136,2111551440
GOIMAI,convnext_tiny,blur_2,gaussian_blur,16,250,0,0.9962281942479962,0.4375,0.5587281942479962,1,0.47033971548080444,0.5060898661613464,0.36699235439300537,0.1866886019706726,1760633474
GOIMAI,convnext_tiny,blur_2,gaussian_blur,16,250,1,0.9962281942479962,0.375,0.6212281942479962,1,0.40810269117355347,0.44432777166366577,0.34103620052337646,0.17510080337524414,218732879
GOIMAI,convnext_tiny,blur_2,gaussian_blur,16,250,2,0.9962281942479962,0.625,0.37122819424799625,1,0.4309748709201813,0.4600944519042969,0.34269440174102783,0.19242525100708008,1912176419
GOIMAI,convnext_tiny,blur_2,gaussian_blur,16,250,3,0.9962281942479962,0.375,0.6212281942479962,1,0.41085177659988403,0.4477578103542328,0.3552086353302002,0.1871379017829895,353645583
