dataset,perturbation,severity,backbone,point,ci_lo,ci_hi,ci_std
WRD25,clean,0,resnet50,0.9166666666666666,0.8912037037037037,0.9421296296296297,0.0135304201081926
WRD25,gaussian_blur,12,resnet50,0.1278962001853568,0.1139828544949026,0.1418095458758109,0.0070741126585338
WRD25,defocus_blur,11,resnet50,0.2418906394810009,0.2247451343836886,0.2613646895273401,0.0089936870459452
WRD25,resize,2.0,resnet50,0.6705282669138091,0.651517608897127,0.6913809082483782,0.0101920240595728
WRD25,jpeg,10,resnet50,0.5324374420759963,0.5106464318813717,0.5528382761816496,0.0109153505312673
WRD25,scratch,severe,resnet50,0.5889712696941612,0.5681070435588508,0.6102873030583874,0.0106104580607466
WRD25,compound,severe,resnet50,0.0278035217794253,0.0213044485634847,0.0347659870250231,0.0035297509594522
WRD25,compound_optical,severe,resnet50,0.1927710843373494,0.1770157553290083,0.211306765523633,0.0084850860949298
WRD25,compound_digital,severe,resnet50,0.0769230769230769,0.0667168674698795,0.088044485634847,0.0057740669830096
WRD25,compound_field,severe,resnet50,0.1821130676552363,0.1658943466172381,0.1992585727525486,0.0083374264060257
WRD25,clean,0,efficientnet_b3,0.9120370370370372,0.8865162037037037,0.9375,0.0134936428838453
WRD25,gaussian_blur,12,efficientnet_b3,0.2377201112140871,0.2205630213160333,0.2567191844300278,0.0092542135219582
WRD25,defocus_blur,11,efficientnet_b3,0.3989805375347544,0.3790546802594995,0.4198447636700648,0.0102736090066426
WRD25,resize,2.0,efficientnet_b3,0.8271547729379055,0.8109360518999074,0.8424582947173308,0.0080345684312481
WRD25,jpeg,10,efficientnet_b3,0.7187210379981465,0.6978683966635774,0.73725671918443,0.0101394314235128
WRD25,scratch,severe,efficientnet_b3,0.4462465245597776,0.42491890639481,0.4675625579240037,0.0106904646795593
WRD25,compound,severe,efficientnet_b3,0.0477293790546802,0.0393883225208526,0.0565338276181649,0.0044296340966896
WRD25,compound_optical,severe,efficientnet_b3,0.2794253938832252,0.2613531047265987,0.29935125115848,0.0094889221197604
WRD25,compound_digital,severe,efficientnet_b3,0.3262279888785913,0.3072289156626506,0.3461538461538461,0.0100761164876512
WRD25,compound_field,severe,efficientnet_b3,0.247451343836886,0.2279888785912882,0.2659870250231696,0.0096637671944599
WRD25,clean,0,convnext_tiny,0.9305555555555556,0.9074074074074074,0.9537037037037036,0.0118728201287797
WRD25,gaussian_blur,12,convnext_tiny,0.1492122335495829,0.134383688600556,0.164967562557924,0.0077409582936057
WRD25,defocus_blur,11,convnext_tiny,0.2636700648748841,0.2451227988878591,0.2817423540315106,0.009305746346839
WRD25,resize,2.0,convnext_tiny,0.7349397590361446,0.7164040778498609,0.7539388322520852,0.0093455334651994
WRD25,jpeg,10,convnext_tiny,0.5505097312326228,0.5282669138090825,0.5708989805375347,0.0108767524774947
WRD25,scratch,severe,convnext_tiny,0.5458758109360519,0.525949953660797,0.5662766450417053,0.0104609305497249
WRD25,compound,severe,convnext_tiny,0.025949953660797,0.0194624652455977,0.0329124189063948,0.0034425530486608
WRD25,compound_optical,severe,convnext_tiny,0.2099165894346617,0.1913809082483781,0.2275370713623725,0.0088193057295164
WRD25,compound_digital,severe,convnext_tiny,0.2330861909175162,0.2140871177015755,0.2511584800741427,0.0092644358783142
WRD25,compound_field,severe,convnext_tiny,0.1936978683966636,0.1770041705282669,0.2099165894346617,0.0086292075803576
WRD25,clean,0,swin_tiny,0.949074074074074,0.9282407407407408,0.9676504629629628,0.0102409835213335
WRD25,gaussian_blur,12,swin_tiny,0.2201112140871177,0.2038693234476367,0.2386468952734013,0.0089694641864377
WRD25,defocus_blur,11,swin_tiny,0.3364226135310472,0.3178869323447637,0.3554216867469879,0.0096477552415292
WRD25,resize,2.0,swin_tiny,0.7330861909175163,0.7154657089898054,0.7516218721037998,0.0094004004550941
WRD25,jpeg,10,swin_tiny,0.6232622798887859,0.6019462465245597,0.6445783132530121,0.0106221418935125
WRD25,scratch,severe,swin_tiny,0.798887859128823,0.7812789620018535,0.8160333642261353,0.0087259147590653
WRD25,compound,severe,swin_tiny,0.0282669138090824,0.0217794253938832,0.036144578313253,0.0036005615571838
WRD25,compound_optical,severe,swin_tiny,0.2224281742354031,0.2043443002780352,0.240048656163114,0.0090496517355592
WRD25,compound_digital,severe,swin_tiny,0.0912882298424467,0.0792400370713623,0.103336422613531,0.0062080520738123
WRD25,compound_field,severe,swin_tiny,0.2177942539388322,0.1992585727525486,0.2344763670064875,0.0088516309420827
WRD25,clean,0,dinov2_b,0.9583333333333334,0.9398148148148148,0.976851851851852,0.0094332537981603
WRD25,gaussian_blur,12,dinov2_b,0.1098239110287303,0.0982275254865616,0.1227988878591288,0.0065167102368139
WRD25,defocus_blur,11,dinov2_b,0.3294717330861909,0.3104610750695088,0.3489341983317887,0.0099309424249113
WRD25,resize,2.0,dinov2_b,0.8790546802594995,0.8646895273401297,0.8924930491195552,0.0069209798495804
WRD25,jpeg,10,dinov2_b,0.8178869323447636,0.8007414272474513,0.8341056533827618,0.0085052608512286
WRD25,scratch,severe,dinov2_b,0.933734939759036,0.9235287303058388,0.943929564411492,0.0053735690827708
WRD25,compound,severe,dinov2_b,0.0574606116774791,0.0477293790546802,0.0676552363299351,0.0050533359549764
WRD25,compound_optical,severe,dinov2_b,0.1334569045412419,0.1190917516218721,0.1473586654309545,0.0071644795637428
WRD25,compound_digital,severe,dinov2_b,0.571825764596849,0.5518883225208526,0.5917632066728452,0.010461581812085
WRD25,compound_field,severe,dinov2_b,0.216867469879518,0.1997103799814643,0.2330861909175162,0.0086332795522356
WRD25,clean,0,hrnet32,0.9513888888888888,0.9305555555555556,0.9699074074074074,0.0100112887991897
WRD25,gaussian_blur,12,hrnet32,0.1190917516218721,0.1065685820203892,0.1329935125115848,0.0070359907484226
WRD25,defocus_blur,11,hrnet32,0.2692307692307692,0.2506950880444856,0.2873030583873957,0.0093137431829757
WRD25,resize,2.0,hrnet32,0.7822057460611678,0.7655236329935126,0.798887859128823,0.0087177882192241
WRD25,jpeg,10,hrnet32,0.5866543095458758,0.5653382761816497,0.6070551436515291,0.0105229540135246
WRD25,scratch,severe,hrnet32,0.5430954587581094,0.5227062094531975,0.5630329008341056,0.010391565221524
WRD25,compound,severe,hrnet32,0.0463392029657089,0.0375347544022242,0.0556070435588507,0.0045812162950944
WRD25,compound_optical,severe,hrnet32,0.1348470806302131,0.1214087117701575,0.1487488415199258,0.0071689425445689
WRD25,compound_digital,severe,hrnet32,0.1288229842446709,0.1149096385542168,0.1441149212233549,0.0073592162136327
WRD25,compound_field,severe,hrnet32,0.1473586654309545,0.1311399443929564,0.1621872103799814,0.0078314157718066
WRD25,clean,0,mobilenetv3,0.9282407407407408,0.9027777777777778,0.9513888888888888,0.0125825327464505
WRD25,gaussian_blur,12,mobilenetv3,0.0871177015755329,0.0755329008341056,0.0991658943466172,0.0060459426893269
WRD25,defocus_blur,11,mobilenetv3,0.2613531047265987,0.2437442075996292,0.2799003707136237,0.0092482549188479
WRD25,resize,2.0,mobilenetv3,0.7154772937905468,0.6964782205746061,0.7354031510658017,0.0098798097963039
WRD25,jpeg,10,mobilenetv3,0.763206672845227,0.7451343836886005,0.7812905468025949,0.0093200841558129
WRD25,scratch,severe,mobilenetv3,0.7279888785912882,0.7085264133456904,0.7469879518072289,0.0096027210511961
WRD25,compound,severe,mobilenetv3,0.0500463392029657,0.0407784986098239,0.0597775718257646,0.0048098753376437
WRD25,compound_optical,severe,mobilenetv3,0.1065801668211306,0.093141797961075,0.1204819277108433,0.0069051281387177
WRD25,compound_digital,severe,mobilenetv3,0.165430954587581,0.1501390176088971,0.1811862835959221,0.0079741556068188
WRD25,compound_field,severe,mobilenetv3,0.2025023169601482,0.1853568118628359,0.2210379981464318,0.0088308903832892
DTSR14,clean,0,resnet50,0.978663672094329,0.9719258843346434,0.9848399775407076,0.0033274057275359
DTSR14,gaussian_blur,12,resnet50,0.1205211726384364,0.1133325845220712,0.1271509603504436,0.0034995662632721
DTSR14,defocus_blur,11,resnet50,0.211838706054139,0.2037515444232281,0.2202656407952375,0.0042348984875629
DTSR14,resize,2.0,resnet50,0.6165337526676401,0.6059755138717287,0.6261962259912389,0.0050980680402046
DTSR14,jpeg,10,resnet50,0.3924519824778165,0.3822307087498596,0.402002134112097,0.0051553539839481
DTSR14,scratch,severe,resnet50,0.3730203302257666,0.3625744131191733,0.3826856115915983,0.0051918727462849
DTSR14,compound,severe,resnet50,0.0445917106593283,0.0405481298438728,0.0487504212063349,0.0021409951841966
DTSR14,compound_optical,severe,resnet50,0.082893406716837,0.0771621925193754,0.0885122992249803,0.0028383701447258
DTSR14,compound_digital,severe,resnet50,0.229136246209143,0.2203723464000898,0.2377878243288779,0.0044162852862304
DTSR14,compound_field,severe,resnet50,0.2509266539368752,0.2420532404807368,0.2602493541502864,0.004651050472417
DTSR14,clean,0,efficientnet_b3,0.9691184727681078,0.961257720381808,0.9769792251544076,0.004008266308052
DTSR14,gaussian_blur,12,efficientnet_b3,0.1516342805795799,0.1444456924632146,0.1591626418061327,0.0038043636378341
DTSR14,defocus_blur,11,efficientnet_b3,0.2272267774907334,0.2191368078175895,0.23621251263619,0.0043648525821475
DTSR14,resize,2.0,efficientnet_b3,0.7988318544310906,0.7909693361788162,0.807143659440638,0.0041679867161537
DTSR14,jpeg,10,efficientnet_b3,0.5927215545321801,0.5821633157362687,0.6028333146130518,0.0053122835148254
DTSR14,scratch,severe,efficientnet_b3,0.3167471638773447,0.3069723688644277,0.3262973155116253,0.0049531911814181
DTSR14,compound,severe,efficientnet_b3,0.0606537122318319,0.0554869145231944,0.0657109962933842,0.0025964484202716
DTSR14,compound_optical,severe,efficientnet_b3,0.1079411434347972,0.1014264854543412,0.1142311580366168,0.0032548796036586
DTSR14,compound_digital,severe,efficientnet_b3,0.7284061552285747,0.7195299337302034,0.7377288554419859,0.0045493653353114
DTSR14,compound_field,severe,efficientnet_b3,0.2545209479950578,0.2453077614287319,0.2635094911827474,0.004754046483298
DTSR14,clean,0,convnext_tiny,0.9668725435148792,0.9584503088152724,0.9747332959011792,0.0041344737844718
DTSR14,gaussian_blur,12,convnext_tiny,0.147366056385488,0.1401746602268898,0.1550067393013591,0.0037936448021828
DTSR14,defocus_blur,11,convnext_tiny,0.3779624845557677,0.3685218465685724,0.3881837582837246,0.0052007874747285
DTSR14,resize,2.0,convnext_tiny,0.6916769628215208,0.6824609682129619,0.7013366281028867,0.0048124776928076
DTSR14,jpeg,10,convnext_tiny,0.5238683589801191,0.5131977984948893,0.5337582837245872,0.0051637577752386
DTSR14,scratch,severe,convnext_tiny,0.7359317084128946,0.7267213298888016,0.7446956082219477,0.0046470831766552
DTSR14,compound,severe,convnext_tiny,0.1123216893182073,0.1060288666741547,0.1183898685836234,0.0032989831565318
DTSR14,compound_optical,severe,convnext_tiny,0.2621588228686959,0.2531730877232394,0.2711445580141525,0.0045576052090586
DTSR14,compound_digital,severe,convnext_tiny,0.4360327979332809,0.4251375940694148,0.4462540716612377,0.005232159662898
DTSR14,compound_field,severe,convnext_tiny,0.2385712681118724,0.2301471414130068,0.247113332584522,0.0043510781555304
DTSR14,clean,0,swin_tiny,0.982594048287479,0.9752947782144864,0.9882088714205502,0.0032755393574699
DTSR14,gaussian_blur,12,swin_tiny,0.1497248118611704,0.1424239020554869,0.1572503650454902,0.0038256268493468
DTSR14,defocus_blur,11,swin_tiny,0.2038638661125463,0.1956615747500842,0.212405930585196,0.004246334565633
DTSR14,resize,2.0,swin_tiny,0.7211052454228911,0.7115579018308436,0.7299814669212625,0.0048493820779914
DTSR14,jpeg,10,swin_tiny,0.3805458834100865,0.3700999663034932,0.3898770077501965,0.0050308229255959
DTSR14,scratch,severe,swin_tiny,0.9640570594181735,0.9600134786027182,0.9677636751656744,0.0020076803391115
DTSR14,compound,severe,swin_tiny,0.0928900370661574,0.0870493092216107,0.0987307649107042,0.0030743986985758
DTSR14,compound_optical,severe,swin_tiny,0.1424239020554869,0.135459957317758,0.1498399415927215,0.0036337307115796
DTSR14,compound_digital,severe,swin_tiny,0.2380096596652813,0.2295827249241828,0.247557003257329,0.0045335097408516
DTSR14,compound_field,severe,swin_tiny,0.1320903066382118,0.1248989104796136,0.1393940244861282,0.0037107323166366
DTSR14,clean,0,dinov2_b,0.9500280741156654,0.939921392476137,0.9595732734418866,0.0051193590154815
DTSR14,gaussian_blur,12,dinov2_b,0.2090306638211838,0.2007188588116365,0.217230147141413,0.0042596527198161
DTSR14,defocus_blur,11,dinov2_b,0.4616421430978322,0.4522015051106368,0.4719785465573402,0.0050894110579748
DTSR14,resize,2.0,dinov2_b,0.7615410535774458,0.75188138829608,0.7700803100078625,0.0046193933097547
DTSR14,jpeg,10,dinov2_b,0.6018196113669549,0.5914860159496799,0.6126024935415029,0.0052032606978687
DTSR14,scratch,severe,dinov2_b,0.7951252386835898,0.787596877457037,0.8036616870717735,0.0041597318072505
DTSR14,compound,severe,dinov2_b,0.2086936987532292,0.2008311805009547,0.2168959901156913,0.0040998820075097
DTSR14,compound_optical,severe,dinov2_b,0.2694597326743794,0.2601370324609682,0.2787880489722565,0.0047224358783201
DTSR14,compound_digital,severe,dinov2_b,0.682017297540155,0.6723576322587892,0.6922385712681118,0.0050632490862713
DTSR14,compound_field,severe,dinov2_b,0.3280916544984836,0.317979894417612,0.3377513197798495,0.0049511495938796
DTSR14,clean,0,hrnet32,0.9797866367209432,0.9724873666479504,0.9859629421673216,0.0034469437170437
DTSR14,gaussian_blur,12,hrnet32,0.089408064697293,0.0839014938784679,0.0955885656520273,0.0029931851463991
DTSR14,defocus_blur,11,hrnet32,0.1770189823654947,0.1697180725598113,0.1844322138604964,0.003927765274035
DTSR14,resize,2.0,hrnet32,0.7179602381219814,0.7084072784454678,0.7267241379310345,0.00475709980485
DTSR14,jpeg,10,hrnet32,0.5612714815230821,0.5505953049533865,0.5722818151184994,0.0055893897283842
DTSR14,scratch,severe,hrnet32,0.4024486128271369,0.3927861395035381,0.4126726945973267,0.0052941262310348
DTSR14,compound,severe,hrnet32,0.1917331236661799,0.1833089969673144,0.2006093451645512,0.0042237434057303
DTSR14,compound_optical,severe,hrnet32,0.1080534651241154,0.1017634505222958,0.1144558014152532,0.0032263076802935
DTSR14,compound_digital,severe,hrnet32,0.4729866337189711,0.4627653599910142,0.483769515893519,0.005468254263495
DTSR14,compound_field,severe,hrnet32,0.4167134673705492,0.4070509940469504,0.4271621925193755,0.0053369162232208
DTSR14,clean,0,mobilenetv3,0.9713644020213364,0.9629421673217292,0.978663672094329,0.0039664677628598
DTSR14,gaussian_blur,12,mobilenetv3,0.1865663259575424,0.178254520947995,0.1943193305627316,0.0040356164717587
DTSR14,defocus_blur,11,mobilenetv3,0.1405144333370774,0.1327614287318881,0.1475963158485903,0.0037541638930234
DTSR14,resize,2.0,mobilenetv3,0.6045153319105919,0.5945130854768056,0.6145119622599123,0.0050594089261276
DTSR14,jpeg,10,mobilenetv3,0.3921150174098618,0.3823402223969448,0.4018926204650118,0.0051052343703676
DTSR14,scratch,severe,mobilenetv3,0.3782994496237223,0.3684123329214871,0.3879619229473211,0.0048629844942719
DTSR14,compound,severe,mobilenetv3,0.009210378524093,0.0074104234527687,0.0112349769740536,0.0010229730089665
DTSR14,compound_optical,severe,mobilenetv3,0.0480736830281927,0.0434684937661462,0.0526788722902392,0.0023298472010318
DTSR14,compound_digital,severe,mobilenetv3,0.2942828260137032,0.2856340559362013,0.3036083342693474,0.0047750529666729
DTSR14,compound_field,severe,mobilenetv3,0.0951364708525216,0.0892957430079748,0.1009771986970684,0.0030353311809844
PCA11,clean,0,resnet50,0.9022695692450208,0.889763779527559,0.9152501157943492,0.0065296879994787
PCA11,gaussian_blur,12,resnet50,0.1622047244094488,0.1551574803149606,0.1693422880963409,0.003678234218717
PCA11,defocus_blur,11,resnet50,0.2776285317276517,0.2690134321445113,0.2860606762389995,0.0044544489139198
PCA11,resize,2.0,resnet50,0.600463177396943,0.5915701713756368,0.6099212598425197,0.004754119205261
PCA11,jpeg,10,resnet50,0.6502084298286244,0.6415910143584993,0.6592867068087077,0.0045545328689928
PCA11,scratch,severe,resnet50,0.5437702640111163,0.5342288096340898,0.5531287633163502,0.0048827303706879
PCA11,compound,severe,resnet50,0.0601204261232051,0.0557665585919407,0.0647522000926354,0.0022843606891491
PCA11,compound_optical,severe,resnet50,0.2118573413617415,0.2040759610930986,0.2199212598425196,0.0041125830039182
